yearmon OIS.1m.rate ShadowRatep2 ShadowRatep3
201309  0.090095238 -0.264869186 -0.21809045
201310  0.094934783 -0.285451647 -0.25543311
201311  0.113738095 -0.350250873 -0.36786057
201312  0.178704545 -0.276249038 -0.31688344
201401  0.180869565 -0.269264738 -0.30999123
201402  0.166275000 -0.346610582 -0.38661277
201403  0.178595238 -0.305903912 -0.33306875
201404  0.211590909 -0.291918982 -0.32740665
201405  0.190272727 -0.375571285 -0.41161018
201406  0.059380952 -0.505940501 -0.51561880
201407  0.055804348 -0.511542016 -0.50880462
201408  0.044809524 -0.553549777 -0.53091831
201409 -0.043431818 -0.678012987 -0.64282502
201410 -0.009521739 -0.642972278 -0.61271737
201411 -0.001675000 -0.653981115 -0.61764680
201412 -0.018782609 -0.648583772 -0.61177815
201501 -0.041390909 -0.726161378 -0.68227164
201502 -0.027735000 -0.745121394 -0.70649643
201503 -0.065425000 -0.780257292 -0.71640158
201504 -0.086204545 -0.814580896 -0.73454176
201505 -0.105154762 -0.781759809 -0.71994422
201506 -0.120904545 -0.768466360 -0.72128624
201507 -0.121684783 -0.790059905 -0.75150858
201508 -0.128271429 -0.809202344 -0.75936741
201509 -0.140729545 -0.855061213 -0.81702478
201510 -0.142950000 -0.914379973 -0.87972723
201511 -0.185316667 -1.043932551 -1.01241946
201512 -0.221956522 -0.964286934 -0.91881146
201601 -0.243083333 -1.037963844 -0.98639289
201602 -0.258652381 -1.188337613 -1.12921547
201603 -0.332054348 -1.192665683 -1.11213402
201604 -0.339285714 -1.176261318 -1.09517857
201605 -0.337588636 -1.149597142 -1.06366607
201606 -0.339238636 -1.184901946 -1.10236360
201607 -0.336650000 -1.222007373 -1.13901764
201608 -0.337502174 -1.192658814 -1.09326325
201609 -0.337900000 -1.163406466 -1.06759575
201610 -0.343490476 -1.131148228 -1.02710429
201611 -0.344375000 -1.087684468 -0.98369487
201612 -0.342402273 -1.074378592 -0.97050853
201701 -0.349615909 -1.072043339 -0.95647384
201702 -0.349645000 -1.066185463 -0.94967347
201703 -0.347347826 -1.028511541 -0.89191400
201704 -0.356235000 -1.063819751 -0.93204791
201705 -0.356541304 -1.042846352 -0.90779215
201706 -0.357902273 -1.048689441 -0.92026221
201707 -0.358942857 -0.977419960 -0.85483712
201708 -0.353969565 -1.003452571 -0.89099917
201709 -0.354092857 -1.016589033 -0.89722609
201710 -0.354384091 -1.013380353 -0.89044769
201711 -0.351945455 -1.038144264 -0.91385773
201712 -0.335050000 -1.005453861 -0.87298321
201801 -0.348191304 -0.975976760 -0.82614245
201802 -0.354787500 -0.965192692 -0.82206421
201803 -0.354545455 -0.987561519 -0.84393736
201804 -0.358369048 -0.998375609 -0.85040769
201805 -0.357923913 -1.003620267 -0.86274268
201806 -0.352892857 -1.028969112 -0.88931277
201807 -0.356488636 -1.049563791 -0.89899883
201808 -0.353617391 -1.040337850 -0.88732577
201809 -0.353637500 -1.013870981 -0.85583845
201810 -0.355221739 -0.993975079 -0.83116183
201811 -0.353695455 -1.011561270 -0.85239606
201812 -0.350952381 -1.040575464 -0.89307650
201901 -0.356878261 -1.061175321 -0.91223537
201902 -0.357945000 -1.068152696 -0.90660343
201903 -0.356488095 -1.105593909 -0.93717130
201904 -0.360438636 -1.140031597 -0.97930290
201905 -0.361300000 -1.161365857 -1.00318127
201906 -0.363077500 -1.257578523 -1.11183040
201907 -0.380245652 -1.367757122 -1.21703432
201908 -0.377618182 -1.484170490 -1.32045718
201909 -0.458135714 -1.455155661 -1.25845753
201910 -0.447182625 -1.377309599 -1.17406031
201911 -0.445575197 -1.330142951 -1.11406623
201912 -0.444447313 -1.310759691 -1.08756272
202001 -0.447447434 -1.307626737 -1.07762335
202002 -0.450811512 -1.358652882 -1.13208118
202003 -0.489949241 -1.418413916 -1.16963769
202004 -0.453749886 -1.290507890 -1.03952763
202005 -0.454571383 -1.343754315 -1.08204858
202006 -0.463071920 -1.330202971 -1.06549885
202007 -0.461922560 -1.331169680 -1.06502421
202008 -0.460022500 -1.323352362 -1.05561191
202009 -0.465954416 -1.347820827 -1.08866128
