"ConsDisp";"InduDisp"
"264";15.3016338996854;54.5833688970212
"265";8.98711577760073;53.5004305410317
"266";8.83831149032438;53.6358921067978
"267";3.82962139120827;53.7319783062654
"268";5.33104117410474;53.187085738354
"269";4.39044416887404;54.0891111282847
"270";3.80814915674268;53.5448051531641
"271";3.35052234733631;53.5523784645294
"272";9.15478017212866;53.4936130019108
"273";19.5308985968388;53.9687823955877
"274";23.55763145989;53.5842514176006
"275";30.7332637381714;53.7400635030886
"276";35.7561183575623;53.8034609908205
"277";38.5970335647702;53.9706839213356
"278";35.2546982684578;53.8282873059435
"279";36.9324213936752;54.1891937909521
"280";39.1657216198042;54.6721585403418
"281";47.9941558942336;54.8718344251074
"282";73.2868934394138;55.7868207016377
"283";81.5971813238668;55.6003213564721
"284";66.2480565752687;55.4475872810128
"285";61.0557122634729;56.6481588886017
"286";70.811249106339;58.6388237081649
"287";65.897742753451;59.6274500561355
"288";68.0359463813064;59.1338617301722
"289";55.7688622799497;58.8661926645077
"290";63.3502170477734;57.4873255228949
"291";54.3410526213838;57.3267544838931
"292";42.6086728260808;58.0484653875991
"293";33.4663076839977;57.3927460510927
"294";28.669727065321;58.5739704027648
"295";22.839746058133;58.8941266430551
"296";20.0084357209653;58.7388852378803
"297";17.8220369206216;58.6477488999009
"298";17.4651080729551;59.2108726584773
"299";16.8898490224158;58.2752501876548
"300";17.1035668794553;58.1292275873694
"301";14.037556767472;57.3386571943564
"302";23.1342008723016;58.297090055854
"303";23.4011538177074;57.8491230011485
"304";22.451725991558;58.2260214949099
"305";33.3898487567704;57.8753542412183
"306";39.669219805789;58.952815413174
"307";36.6401419211225;58.1361808438398
"308";25.6035446764701;57.8607875630158
"309";21.4581802583537;57.1665060198335
"310";28.7133070195685;57.3663734501809
"311";25.3929123969662;57.113651959783
"312";30.8584469797169;57.1949470875077
"313";32.5520967066639;56.56832396416
"314";25.4063574720974;57.0968499031034
"315";31.0463363378032;56.5625354084032
"316";33.2654437817986;56.2453951709751
"317";30.401344542635;56.4794424868878
"318";29.392635131951;56.2006565315436
"319";30.1911907681694;55.7567752744996
"320";32.4976922257566;55.4329150026374
"321";42.5316793696181;55.3538759731886
"322";49.480425422585;55.7024597403937
"323";49.0184455077882;56.0931284293088
"324";62.7099972093764;56.0268678285279
"325";58.3438085832593;55.0008449883495
"326";52.0453384079689;55.4734196870552
"327";48.2412271817374;55.1477287627693
"328";54.0051108692501;55.9769652561391
"329";55.3921745375644;55.7306403028413
"330";52.3321029579359;55.6989501618636
"331";54.8927750254986;55.7797397512928
"332";60.1127357554121;54.7974803208809
"333";73.2994287153727;55.6271089526011
"334";74.3038760765547;56.0002664943872
"335";80.7497306497056;56.1862090100855
"336";72.7078107908635;56.009937803617
"337";64.5858885516024;55.2800895713103
"338";58.8137760222892;54.1597046085172
"339";59.6683563541011;54.0942013879241
"340";55.4238757215697;54.774635641732
"341";51.9124262580743;54.0138869690489
"342";50.1422975141746;55.6729576040792
"343";45.1202726055595;55.2057327868807
"344";39.5909585637933;55.0238032317296
"345";37.6679970266538;54.7183109882911
"346";43.7100074353689;55.1519102269804
"347";34.7904692408711;54.966094824749
"348";38.1415128174015;54.750874993036
"349";27.9015008556887;53.8989803109114
"350";26.3082686621526;54.7095636998282
"351";21.5855854680849;54.2631045878542
"352";21.7801515146245;54.2429551132891
"353";17.2539850469392;53.0711254598745
"354";15.2463110292293;53.2407931640731
"355";15.8273181556447;53.2192646188236
"356";21.2763072453845;52.573016992885
"357";26.1741236720544;53.3012922314397
"358";28.3439411515054;53.7369811983667
"359";26.3543544789092;53.6660384379189
"360";25.5449750440277;53.3388127957401
"361";14.5344418537486;51.9258074152871
"362";6.59224923679316;53.4431995302256
"363";4.6910553183692;53.3891806740088
"364";4.75310424880414;52.9021616982656
"365";5.26664029529263;52.8546997461447
"366";3.96052395523623;53.9879124116107
"367";6.2337588981288;53.8176126342517
"368";7.3874217423943;53.3789031073807
"369";5.89465859910479;53.036296639407
"370";7.55645419492502;53.4774081984244
"371";8.09560065714706;52.8955824965808
"372";3.70725639793096;53.5221420260394
"373";3.48582845246291;51.9338146623326
"374";5.02643014474488;52.5070373513113
"375";9.22106284546418;52.8670584438375
"376";7.8854930093178;52.0344467684401
"377";7.76350436336581;52.8550418852948
"378";4.74172964222972;53.3694661924914
"379";6.13168003079091;53.5025661631658
"380";7.04948579685072;53.0837525997108
"381";8.76070773396761;53.3475862753568
"382";5.8638724406317;53.0133596021373
"383";6.06267267795318;51.9467730964453
"384";3.3536919953985;52.6411056908835
"385";3.68863118243069;50.7402259426002
"386";5.35649138895975;52.5030665888269
"387";5.70701322935211;52.377262938935
"388";3.30056813291288;52.9139368451075
"389";3.50745634327785;53.2671405094134
"390";4.18813801109753;52.6538146251413
"391";3.79947364775701;54.0410167874522
"392";3.89846123489769;53.3561800438019
"393";4.67803377499565;53.0949379553338
"394";6.07182015543939;53.4476312116529
"395";3.44074846508721;53.2450654934267
"396";3.41394200302231;53.4540112877702
"397";3.52391827374018;53.0116128805524
"398";5.11380484570931;52.70999606215
"399";4.19225476325092;53.0827386772758
"400";3.73235850368102;52.5002763792998
"401";3.88097925786779;52.8810904683695
"402";6.13496128757142;53.4391231334724
"403";4.9818671198658;53.751953975518
"404";3.69052841744919;53.3896975114713
"405";7.67235296372632;54.1513161572162
"406";6.37573525171804;53.8875346391871
"407";7.4924962462453;53.7518906236418
"408";10.260799189147;54.4079066113661
"409";3.31605940839425;52.7536424829029
"410";4.25440947723653;54.8619621591204
"411";4.96689037527506;54.6973460871704
"412";3.86859147494279;55.7376554449967
"413";15.5181264977445;54.6480592902914
"414";13.8645230714944;55.5841202599496
"415";11.8439224921476;56.7390652547142
"416";15;56.0933488364743
"417";13.1197084571266;56.3505277761504
"418";4.20728534805996;56.2471902853467
"419";7.68679061767654;55.9107285163049
"420";3.8607965499363;55.9612875880985
"421";7.98473543706991;55.185792649398
"422";8.12903745839567;54.5898150290593
"423";9.99568656971596;56.2111250639008
"424";93.1115245283848;64.039658544222
"425";52.7247735888927;64.5587166484826
"426";19.0586988013348;64.7709454838767
"427";17.2672522423227;63.9622971555585
"428";17.0027718328513;62.838595628393
"429";16.7537458498092;61.6435509989281
"430";23.5438208453938;61.1729568028868
"431";34.0462773295407;61.4006574312946
